2025-03-10 12:58:41,110 INFO    Thread-194 (_run_job):3779892 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-03-10 12:58:41,111 INFO    Thread-194 (_run_job):3779892 [wandb_setup.py:_flush():67] Configure stats pid to 3779892
2025-03-10 12:58:41,112 INFO    Thread-194 (_run_job):3779892 [wandb_setup.py:_flush():67] Loading settings from /mnt/c_disk/navaneeth/.config/wandb/settings
2025-03-10 12:58:41,113 INFO    Thread-194 (_run_job):3779892 [wandb_setup.py:_flush():67] Loading settings from /mnt/e_disk/DA6401-Assignment-1-DA24S008/wandb/settings
2025-03-10 12:58:41,114 INFO    Thread-194 (_run_job):3779892 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-10 12:58:41,115 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /mnt/e_disk/DA6401-Assignment-1-DA24S008/wandb/run-20250310_125841-eako4ezo/logs/debug.log
2025-03-10 12:58:41,116 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /mnt/e_disk/DA6401-Assignment-1-DA24S008/wandb/run-20250310_125841-eako4ezo/logs/debug-internal.log
2025-03-10 12:58:41,117 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f05282df1c0>
2025-03-10 12:58:41,118 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:init():761] calling init triggers
2025-03-10 12:58:41,119 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:init():766] wandb.init called with sweep_config: {'activation': 'sigmoid', 'batch_size': 64, 'epochs': 10, 'lr': 0.0001, 'n_hidden': 5, 'n_hidden_units': 128, 'optim_algo': 'rmsprop', 'weight_decay': 0, 'weight_init': 'xavier'}
config: {'_wandb': {}}
2025-03-10 12:58:41,119 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:init():784] starting backend
2025-03-10 12:58:41,120 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:init():788] sending inform_init request
2025-03-10 12:58:41,121 INFO    Thread-194 (_run_job):3779892 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-10 12:58:41,121 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:init():798] backend started and connected
2025-03-10 12:58:41,122 INFO    Thread-194 (_run_job):3779892 [wandb_run.py:_config_callback():1261] config_cb None None {'activation': 'sigmoid', 'batch_size': 64, 'epochs': 10, 'lr': 0.0001, 'n_hidden': 5, 'n_hidden_units': 128, 'optim_algo': 'rmsprop', 'weight_decay': 0, 'weight_init': 'xavier'}
2025-03-10 12:58:41,124 INFO    Thread-194 (_run_job):3779892 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-03-10 12:58:41,124 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:init():891] updated telemetry
2025-03-10 12:58:41,129 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-03-10 12:58:41,543 INFO    Thread-194 (_run_job):3779892 [wandb_init.py:init():990] starting run threads in backend
2025-03-10 12:58:41,621 INFO    Thread-194 (_run_job):3779892 [wandb_run.py:_console_start():2375] atexit reg
2025-03-10 12:58:41,622 INFO    Thread-194 (_run_job):3779892 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-10 12:58:41,622 INFO    Thread-194 (_run_job):3779892 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-10 12:58:41,623 INFO    Thread-194 (_run_job):3779892 [wandb_run.py:_redirect():2315] Redirects installed.
